,tick,liquidity_net,liquidity_gross,liquidity_shape,liquidity,price,virtual_ratio,virtual_ratio_upper,ratio,ratio_upper,token0_underlying_virtual,token1_underlying_virtual,token0_underlying,token1_underlying
26,71940,-14468279597145819303236,14485310618058162515210,-18856496449389069241062,334540136761879943746759,1330.939448308485198603443463,1330.939448308485198603443463,1332.270986839286109500065903,1330.939448308485198603443463,1332.270986839286109500065903,0,6103574389963272192119.833418,0,6103.574389963272192119833418
27,71950,11906138646601898738319,15161254089808049110953,-6950357802787170502743,346446275408481842485078,1332.270986839286109500065903,1332.270986839286109500065903,1333.603857507969972757355882,1332.270986839286109500065903,1333.603857507969972757355882,0,6323958991418367772302.105957,0,6323.958991418367772302105957
28,71960,630752372070537119655,752563587692472508817,-6319605430716633383088,347077027780552379604733,1333.603857507969972757355882,1333.603857507969972757355882,1334.938061647274293259526836,1333.603857507969972757355882,1334.938061647274293259526836,0,6338640985288931292193.347580,0,6338.64098528893129219334758
29,71970,-273847180731037927,273847180731037927,-6319879277897364421015,347076753933371648566806,1334.938061647274293259526836,1334.938061647274293259526836,1336.273600591269913287510106,1334.938061647274293259526836,1336.273600591269913287510106,0,6341805935958001244092.948950,0,6341.80593595800124409294895
30,71980,20171198085612494992,20171198085612494992,-6299708079811751926023,347096925131457261061798,1336.273600591269913287510106,1336.273600591269913287510106,1337.610475675362346456513509,1336.273600591269913287510106,1337.610475675362346456513509,0,6345346226755504950462.313404,0,6345.346226755504950462313404
31,71990,-307687015699266629,307687015699266629,-6300015766827451192652,347096617444441561795169,1337.610475675362346456513509,1337.610475675362346456513509,1338.948688236293112988117905,1337.610475675362346456513509,1338.948688236293112988117905,0,6348513906767929736455.680273,0,6348.513906767929736455680273
32,72000,-173023588771168474374,2645255805755143166828,-6473039355598619667026,346923593855670393320795,1338.948688236293112988117905,1338.948688236293112988117905,1340.288239612141076318246893,1338.948688236293112988117905,1340.288239612141076318246893,0,6348522556340922910595.681365,0,6348.522556340922910595681365
33,72010,123083186450508161318,123083186450508161318,-6349956169148111505708,347046677042120901482113,1340.288239612141076318246893,1340.288239612141076318246893,1341.629131142323781042346108,1340.288239612141076318246893,1341.629131142323781042346108,0,6353950937670105570374.708562,0,6353.950937670105570374708562
34,72020,51294532261403418448,91550030444663336840,-6298661636886708087260,347097971574382304900561,1341.629131142323781042346108,1341.629131142323781042346108,1342.971364167598792199109934,1341.629131142323781042346108,1342.971364167598792199109934,0,6358068151126565850626.596382,0,6358.068151126565850626596382
35,72030,-58057308530972377787771,58137570737011473302821,-64355970167859085875031,289040663043409927112790,1342.971364167598792199109934,1342.971364167598792199109934,1344.314940030065035894094786,1342.971364167598792199109934,1344.314940030065035894094786,0,5297234321613515107793.767211,0,5297.234321613515107793767211
36,72040,-8622031141813273264419,8622031141813273264419,-72978001309672359139450,280418631901596653848371,1344.314940030065035894094786,1344.314940030065035894094786,1345.659860073164141264559440,1344.314940030065035894094786,1345.659860073164141264559440,0,5141788895168980100584.330161,0,5141.788895168980100584330161
37,72050,53861108483754904147365,53936932471304742768813,-19116892825917454992085,334279740385351557995736,1345.659860073164141264559440,1345.659860073164141264559440,1347.006125641681783786874254,1345.659860073164141264559440,1347.006125641681783786874254,0,6132457801242307807734.724399,0,6132.457801242307807734724399
38,72060,-21764818945430381515661,21765348351243537862417,-40881711771347836507746,312514921439921176480075,1347.006125641681783786874254,1347.006125641681783786874254,1348.353738081749029927842446,1347.006125641681783786874254,1348.353738081749029927842446,0,5736043110869044789079.189576,0,5736.043110869044789079189576
39,72070,18308881169138608496399,22491401815163603219449,-22572830602209228011347,330823802609059784976474,1348.353738081749029927842446,1348.353738081749029927842446,1349.702698740843683141277946,1348.353738081749029927842446,1349.702698740843683141277946,0,6075129420052523360171.528310,0,6075.12942005252336017152831
40,72080,-100528920603632218712035,117400188414899279044523,-123101751205841446723382,230294882005427566264439,1349.702698740843683141277946,1349.702698740843683141277946,1351.053008967791631211185692,1349.702698740843683141277946,1351.053008967791631211185692,0,4231167399222549344979.010516,0,4231.167399222549344979010516
41,72090,1937613118043519612500,1937613118043519612500,-121164138087797927110882,232232495123471085876939,1351.053008967791631211185692,1351.053008967791631211185692,1352.404670112768194942891562,1351.053008967791631211185692,1352.404670112768194942891562,0,4268900634690860975114.138171,0,4268.900634690860975114138171
42,72100,-19261446893808450650962,19774233828509769772950,-140425584981606377761844,212971048229662635225977,1352.404670112768194942891562,1352.404670112768194942891562,1353.757683527299478203470520,1352.404670112768194942891562,1353.757683527299478203470520,0,3916794286348985781374.272988,0,3916.794286348985781374272988
43,72110,60093033559963776391600,86780090219290503911104,-80332551421642601370244,273064081789626411617577,1353.757683527299478203470520,1353.757683527299478203470520,1355.112050564263719312822860,1353.757683527299478203470520,1355.112050564263719312822860,0,5024489099047694302252.536900,0,5024.4890990476943022525369
44,72120,12781739942032588765184,13696951131326116178308,-67550811479610012605060,285845821731659000382761,1355.112050564263719312822860,1355.112050564263719312822860,1356.467772577892643786749827,1355.112050564263719312822860,1356.467772577892643786749827,0,5262308627800546769108.916651,0,5262.308627800546769108916651
45,72130,252478388602215274,252478388602215274,-67550559001221410389786,285846074210047602598035,1356.467772577892643786749827,1356.467772577892643786749827,1357.824850923772818433381195,1356.467772577892643786749827,1357.824850923772818433381195,0,5264944958749782904243.157058,0,5264.944958749782904243157058
46,72140,-64438846760468124339,93926631050130967703,-67614997847981878514125,285781635363287134473696,1357.824850923772818433381195,1357.824850923772818433381195,1359.183286958847006804308793,1357.824850923772818433381195,1359.183286958847006804308793,0,5266390477242392456643.003750,0,5266.39047724239245664300375
47,72150,-14870773130052731014,14870774214813872964,-67629868621111931245139,285766764590157081742682,1359.183286958847006804308793,1359.183286958847006804308793,1360.543082041415526001781268,1359.183286958847006804308793,1360.543082041415526001781268,0,5268750023180337603553.030314,0,5268.750023180337603553030314
48,72160,282381285360141361688,354422994033294359402,-67347487335751789883451,286049145875517223104370,1360.543082041415526001781268,1360.543082041415526001781268,1361.904237531137604843316780,1360.543082041415526001781268,1361.904237531137604843316780,0,5276593859940708310399.293289,0,5276.593859940708310399293289
49,72170,-2204592672510804757,2204592672510804757,-67349691928424300688208,286046941282844712299613,1361.904237531137604843316780,1361.904237531137604843316780,1363.266754789032743385091637,1361.904237531137604843316780,1363.266754789032743385091637,0,5279191997316813655419.637642,0,5279.191997316813655419637642
50,72180,-310637564513198796507,312210213427323042647,-67660329492937499484715,285736303718331513503106,1363.266754789032743385091637,1363.266754789032743385091637,1364.630635177482073805464276,1363.266754789032743385091637,1364.630635177482073805464276,0,5276096225427276213760.159447,0,5276.096225427276213760159447
51,72190,77212197364146575,77212197364146575,-67660252280740135338140,285736380930528877649681,1364.630635177482073805464276,1364.630635177482073805464276,1365.995880060229722649995318,1364.630635177482073805464276,1365.995880060229722649995318,0,5278736227631947594669.065655,0,5278.736227631947594669065655
52,72200,1905843372794622940710,2190730335313271618022,-65754408907945512397430,287642224303323500590391,1365.995880060229722649995318,1365.995880060229722649995318,1367.362490802384174439325831,1365.995880060229722649995318,1367.362490802384174439325831,0,5316602564392665449392.205063,0,5316.602564392665449392205063
53,72210,-53899020477529823458089,53899020477529823458089,-119653429385475335855519,233743203825793677132302,1367.362490802384174439325831,1367.362490802384174439325831,1368.730468770419636641277244,1367.362490802384174439325831,1368.730468770419636641277244,0,4322526722298192591227.798776,0,4322.526722298192591227798776
54,72220,50953694814705429536316,50954235705836299469770,-68699734570769906319203,284696898640499106668618,1368.730468770419636641277244,1368.730468770419636641277244,1370.099815332177406008537777,1368.730468770419636641277244,1370.099815332177406008537777,0,5267427501746587500285.495523,0,5267.427501746587500285495523
55,72230,-6865377119710996882036,8177571108188569245772,-75565111690480903201239,277831521520788109786582,1370.099815332177406008537777,1370.099815332177406008537777,1371.470531856867236283301555,1370.099815332177406008537777,1371.470531856867236283301555,0,5142975843297235807814.751499,0,5142.975843297235807814751499
56,72240,5116859668651575324661,8798424974420392918983,-70448252021829327876578,282948381189439685111243,1371.470531856867236283301555,1371.470531856867236283301555,1372.842619715068707270228012,1371.470531856867236283301555,1372.842619715068707270228012,0,5240314076915532339725.243207,0,5240.314076915532339725243207
57,72250,-20626928398510626461325,20628578940015988958585,-91075180420339954337903,262321452790929058649918,1372.842619715068707270228012,1372.842619715068707270228012,1374.216080278732595279090488,1372.842619715068707270228012,1374.216080278732595279090488,0,4860724973350247035735.012421,0,4860.724973350247035735012421
58,72260,19344974745642219847048,19414192724511208351668,-71730205674697734490855,281666427536571278496966,1374.216080278732595279090488,1374.216080278732595279090488,1375.590914921182244938484343,1374.216080278732595279090488,1375.590914921182244938484343,0,5221790716508118224980.671097,0,5221.790716508118224980671097
59,72270,185639576068404168,185639576068404168,-71730020035121666086687,281666613176147346901134,1375.590914921182244938484343,1375.590914921182244938484343,1376.967125017114942381966260,1375.590914921182244938484343,1376.967125017114942381966260,0,5224405577375608036945.034832,0,5224.405577375608036945034832
60,72280,-252478635812477505,252478635812477505,-71730272513757478564192,281666360697511534423629,1376.967125017114942381966260,1376.967125017114942381966260,1378.344711942603289807997785,1376.967125017114942381966260,1378.344711942603289807997785,0,5227013617293664586530.470955,0,5227.013617293664586530470955
61,72290,-13238446557031290073130,13239711290785588456100,-84968719070788768637322,268427914140480244350499,1378.344711942603289807997785,1378.344711942603289807997785,1379.723677075096581415067529,1378.344711942603289807997785,1379.723677075096581415067529,0,4983832778258109122775.516741,0,4983.832778258109122775516741
62,72300,-43758811577168052678372,71570363993532229821450,-128727530647956821315694,224669102563312191672127,1379.723677075096581415067529,1379.723677075096581415067529,1381.104021793422180713367825,1379.723677075096581415067529,1381.104021793422180713367825,0,4173460162686021732831.367508,0,4173.460162686021732831367508
63,72310,36881979341110200381290,71406234123546506277816,-91845551306846620934404,261551081904422392053417,1381.104021793422180713367825,1381.104021793422180713367825,1382.485747477786899214403021,1381.104021793422180713367825,1382.485747477786899214403021,0,4861010722230532594558.885249,0,4861.010722230532594558885249
64,72320,1126192742427685002,1126192742427685002,-91844425114104193249402,261552208097164819738419,1382.485747477786899214403021,1382.485747477786899214403021,1383.868855509778376499907954,1382.485747477786899214403021,1383.868855509778376499907954,0,4863462654861978557510.051157,0,4863.462654861978557510051157
65,72330,-1920658934250100130240,1957946978195478921060,-93765084048354293379642,259631549162914719608179,1383.868855509778376499907954,1383.868855509778376499907954,1385.253347272366461671456542,1383.868855509778376499907954,1385.253347272366461671456542,0,4830163098312007189872.032653,0,4830.163098312007189872032653
66,72340,18279694255459861939988,18318905640464746335938,-75485389792894431439654,277911243418374581548167,1385.253347272366461671456542,1385.253347272366461671456542,1386.639224149904596182141801,1385.253347272366461671456542,1386.639224149904596182141801,0,5172822599799224919898.246978,0,5172.822599799224919898246978
67,72350,39933026116021076703,39933026116021076703,-75445456766778410362951,277951176444490602624870,1386.639224149904596182141801,1386.639224149904596182141801,1388.026487528131198051709980,1386.639224149904596182141801,1388.026487528131198051709980,0,5176153182274960427980.272476,0,5176.153182274960427980272476
