,tick,liquidity_net,liquidity_gross,liquidity_shape,liquidity,price,virtual_ratio,virtual_ratio_upper,ratio,ratio_upper,token0_underlying_virtual,token1_underlying_virtual,token0_underlying,token1_underlying
0,31320,117694542505185,117694542505185,117694542505185,276788508025111737821,22.91618456375259584659221992,22.91618456375259584659221992,23.05408807291245169853481031,22.91618456375259584659221992,23.05408807291245169853481031,0,3980799675425193176.328671672,0,3.980799675425193176328671672
1,31380,0,0,117694542505185,276788508025111737821,23.05408807291245169853481031,23.05408807291245169853481031,23.19282144874516909478283214,23.05408807291245169853481031,23.19282144874516909478283214,0,3992759407103018594.427657661,0,3.992759407103018594427657661
2,31440,0,0,117694542505185,276788508025111737821,23.19282144874516909478283214,23.19282144874516909478283214,23.33238968516786386436512264,23.19282144874516909478283214,23.33238968516786386436512264,0,4004755070049299590.628582012,0,4.004755070049299590628582012
3,31500,0,0,117694542505185,276788508025111737821,23.33238968516786386436512264,23.33238968516786386436512264,23.47279780614971799987244045,23.33238968516786386436512264,23.47279780614971799987244045,0,4016786772214288528.918312688,0,4.016786772214288528918312688
4,31560,0,0,117694542505185,276788508025111737821,23.47279780614971799987244045,23.47279780614971799987244045,23.61405086589282500585872296,23.47279780614971799987244045,23.61405086589282500585872296,0,4028854621872558552.547475716,0,4.028854621872558552547475716
5,31620,0,0,117694542505185,276788508025111737821,23.61405086589282500585872296,23.61405086589282500585872296,23.75615394901412352649277442,23.61405086589282500585872296,23.75615394901412352649277442,0,4040958727623977958.481272652,0,4.040958727623977958481272652
6,31680,0,0,117694542505185,276788508025111737821,23.75615394901412352649277442,23.75615394901412352649277442,23.89911217072842580143572389,23.75615394901412352649277442,23.89911217072842580143572389,0,4053099198394687499.216127616,0,4.053099198394687499216127616
7,31740,0,0,117694542505185,276788508025111737821,23.89911217072842580143572389,23.89911217072842580143572389,24.04293067703254753832958588,23.89911217072842580143572389,24.04293067703254753832958588,0,4065276143438080620.757026863,0,4.065276143438080620757026863
8,31800,0,0,117694542505185,276788508025111737821,24.04293067703254753832958588,24.04293067703254753832958588,24.18761464489054582992940859,24.04293067703254753832958588,24.18761464489054582992940859,0,4077489672335786645.576806443,0,4.077489672335786645576806443
9,31860,0,0,117694542505185,276788508025111737821,24.18761464489054582992940859,24.18761464489054582992940859,24.33316928242007178379723264,24.18761464489054582992940859,24.33316928242007178379723264,0,4089739894998656909.405149060,0,4.08973989499865690940514906
10,31920,0,0,117694542505185,276788508025111737821,24.33316928242007178379723264,24.33316928242007178379723264,24.47959982907984457260184364,24.33316928242007178379723264,24.47959982907984457260184364,0,4102026921667753860.721664181,0,4.102026921667753860721664181
11,31980,0,0,117694542505185,276788508025111737821,24.47959982907984457260184364,24.47959982907984457260184364,24.62691155585825365343552769,24.47959982907984457260184364,24.62691155585825365343552769,0,4114350862915343131.854035607,0,4.114350862915343131854035607
12,32040,0,0,117694542505185,276788508025111737821,24.62691155585825365343552769,24.62691155585825365343552769,24.77510976546309594516918443,24.62691155585825365343552769,24.77510976546309594516918443,0,4126711829645888590.609011627,0,4.126711829645888590609011627
13,32100,0,0,117694542505185,276788508025111737821,24.77510976546309594516918443,24.77510976546309594516918443,24.92419979251245479372167883,24.77510976546309594516918443,24.92419979251245479372167883,0,4139109933097050381.390798287,0,4.139109933097050381390798287
14,32160,0,0,117694542505185,276788508025111737821,24.92419979251245479372167883,24.92419979251245479372167883,25.07418700372672759621969090,24.92419979251245479372167883,25.07418700372672759621969090,0,4151545284840685964.788351092,0,4.151545284840685964788351092
15,32220,18823473339002770460,18823473339002770460,18823591033545275645,295611981364114508281,25.07418700372672759621969090,25.07418700372672759621969090,25.22507679812180899637203188,25.07418700372672759621969090,25.22507679812180899637203188,0,4447199124153771678.096512194,0,4.447199124153771678096512194
16,32280,0,0,18823591033545275645,295611981364114508281,25.22507679812180899637203188,25.22507679812180899637203188,25.37687460720343660497892420,25.22507679812180899637203188,25.37687460720343660497892420,0,4460560084910245395.468782783,0,4.460560084910245395468782783
17,32340,0,0,18823591033545275645,295611981364114508281,25.37687460720343660497892420,25.37687460720343660497892420,25.52958589516270624134358835,25.37687460720343660497892420,25.52958589516270624134358835,0,4473961186723449960.086184357,0,4.473961186723449960086184357
18,32400,0,0,18823591033545275645,295611981364114508281,25.52958589516270624134358835,25.52958589516270624134358835,25.68321615907276373345214845,25.52958589516270624134358835,25.68321615907276373345214845,0,4487402550191332244.023758017,0,4.487402550191332244023758017
19,32460,0,0,18823591033545275645,295611981364114508281,25.68321615907276373345214845,25.68321615907276373345214845,25.83777092908668035713987605,25.68321615907276373345214845,25.83777092908668035713987605,0,4500884296274158050.999998378,0,4.500884296274158050999998378
20,32520,0,0,18823591033545275645,295611981364114508281,25.83777092908668035713987605,25.83777092908668035713987605,25.99325576863651903706866200,25.83777092908668035713987605,25.99325576863651903706866200,0,4514406546295600650.731145713,0,4.514406546295600650731145713
21,32580,0,0,18823591033545275645,295611981364114508281,25.99325576863651903706866200,25.99325576863651903706866200,26.14967627463359847520387393,25.99325576863651903706866200,26.14967627463359847520387393,0,4527969421943832583.628085580,0,4.52796942194383258362808558
22,32640,0,0,18823591033545275645,295611981364114508281,26.14967627463359847520387393,26.14967627463359847520387393,26.30703807766996241559996396,26.14967627463359847520387393,26.30703807766996241559996396,0,4541573045272620745.661127302,0,4.541573045272620745661127302
23,32700,0,0,18823591033545275645,295611981364114508281,26.30703807766996241559996396,26.30703807766996241559996396,26.46534684222106129768489029,26.30703807766996241559996396,26.46534684222106129768489029,0,4555217538702424763.247445429,0,4.555217538702424763247445429
24,32760,0,0,18823591033545275645,295611981364114508281,26.46534684222106129768489029,26.46534684222106129768489029,26.62460826684965359387516921,26.46534684222106129768489029,26.62460826684965359387516921,0,4568903025021498668.045573808,0,4.568903025021498668045573808
25,32820,0,0,18823591033545275645,295611981364114508281,26.62460826684965359387516921,26.62460826684965359387516921,26.78482808441093417125775111,26.62460826684965359387516921,26.78482808441093417125775111,0,4582629627386995881.571048848,0,4.582629627386995881571048848
26,32880,0,0,18823591033545275645,295611981364114508281,26.78482808441093417125775111,26.78482808441093417125775111,26.94601206225889706124349594,26.78482808441093417125775111,26.94601206225889706124349594,0,4596397469326077519.577064623,0,4.596397469326077519577064623
27,32940,0,0,18823591033545275645,295611981364114508281,26.94601206225889706124349594,26.94601206225889706124349594,27.10816600245394006553140072,26.94601206225889706124349594,27.10816600245394006553140072,0,4610206674737024026.173908318,0,4.610206674737024026173908318
28,33000,0,0,18823591033545275645,295611981364114508281,27.10816600245394006553140072,27.10816600245394006553140072,27.27129574197171867142450245,27.10816600245394006553140072,27.27129574197171867142450245,0,4624057367890350147.690866404,0,4.624057367890350147690866404
