Indicator,Value
max_draw_down,0.01671447172709775721849139996
annualized_returns,1.142436499440243587178565048
net_value,1.006282201999999999122568547
profit,6.282201999999999122568547
net_value_up_down_rate,0.006282201999999999122568547
quote_up_down_rate,0.01227410612041592886409751343
position_fee_profit,1.660680796183494413345865960
position_fee_annualized_returns,2.223332520103395263719175216
position_market_time_rate,0.9282407407407406996213694583
sharpe_ratio,6.5993242500074256184916521306149661540985107421875
sortino_ratio,24.393462243895850605213126982562243938446044921875
volatility,0.1208510283665203133285359626825083978474140167236328125
correlation_with_quote_price,0.98730657389507558985286550523596815764904022216796875
